Student_ID,Age,Gender,Course,Logins,Content_Reads,Forum_Posts,Quiz_Reviews,Assignment1_Late,Assignment2_Late,Assignment3_Late,Avg_Assignment_Time,Engagement_Level,Risk_Score,Risk_Level,Dropout,Suggestion
STU1258,18,Male,EEE,47,219,27,6,0,0,1,212,Low,65.53,Medium Risk,No,Improve consistency
STU1259,19,Male,CSE,249,50,31,9,0,0,1,89,Low,30.2,Low Risk,No,Maintain performance
STU1260,19,Male,EEE,291,182,43,3,0,0,0,237,High,19.4,Low Risk,No,Maintain performance
STU1261,21,Female,CSE,277,243,9,2,1,0,0,104,Low,53.67,Medium Risk,No,Improve consistency
STU1262,23,Female,ECE,87,599,49,0,1,0,1,13,High,69,Medium Risk,No,Improve consistency
STU1263,24,Male,CSE,114,629,17,2,0,0,1,174,Low,70.6,High Risk,Yes,"Attend mentoring, increase activity"
STU1264,22,Female,EEE,194,412,3,8,0,1,1,51,Low,66.33,Medium Risk,No,Improve consistency
STU1265,18,Female,EEE,292,48,8,8,0,0,0,294,Low,30.27,Low Risk,No,Maintain performance
STU1266,18,Male,CSE,255,128,6,6,0,0,0,238,Low,40.4,Medium Risk,No,Improve consistency
STU1267,20,Female,IT,216,344,49,2,1,1,0,252,High,47.8,Medium Risk,No,Improve consistency
STU1268,23,Male,ECE,295,345,7,2,0,0,0,221,Low,42.47,Medium Risk,No,Improve consistency
STU1269,19,Male,ECE,137,548,42,3,1,0,1,64,High,60.53,Medium Risk,No,Improve consistency
STU1270,22,Female,EEE,205,625,6,6,0,0,0,182,High,47.07,Medium Risk,No,Improve consistency
STU1271,21,Female,IT,289,83,40,6,0,0,0,286,Low,15.47,Low Risk,No,Maintain performance
STU1272,19,Female,CSE,99,200,39,1,0,0,0,238,Low,51.4,Medium Risk,No,Improve consistency
STU1273,23,Male,ECE,282,333,2,4,0,0,1,39,Low,53.2,Medium Risk,No,Improve consistency
STU1274,24,Male,IT,223,156,16,6,0,0,0,32,Low,38.67,Low Risk,No,Maintain performance
STU1275,21,Female,ECE,93,776,1,6,0,1,0,14,Low,75,High Risk,Yes,"Attend mentoring, increase activity"
STU1276,24,Female,IT,76,293,14,5,0,0,0,72,Low,61.47,Medium Risk,No,Improve consistency
STU1277,20,Female,IT,251,222,45,9,0,0,0,230,High,11.53,Low Risk,No,Maintain performance
STU1278,20,Female,EEE,133,644,28,9,0,0,0,91,High,37.47,Low Risk,No,Maintain performance
STU1279,18,Male,ECE,216,727,49,7,0,0,0,251,High,17.8,Low Risk,No,Maintain performance
STU1280,24,Female,CSE,100,761,47,2,1,0,1,262,High,64.47,Medium Risk,No,Improve consistency
STU1281,23,Male,EEE,79,403,21,0,0,0,0,61,Low,66.87,Medium Risk,No,Improve consistency
STU1282,22,Male,EEE,58,348,3,2,0,0,0,48,Low,76.47,High Risk,Yes,"Attend mentoring, increase activity"
STU1283,21,Female,CSE,58,31,5,1,1,1,1,268,Low,107.27,High Risk,Yes,"Attend mentoring, increase activity"
STU1284,19,Female,EEE,222,780,37,1,0,0,1,280,High,46.2,Medium Risk,No,Improve consistency
STU1285,23,Female,IT,20,114,25,1,0,0,0,81,Low,70.33,High Risk,Yes,"Attend mentoring, increase activity"
STU1286,23,Male,IT,103,475,10,4,1,0,0,79,Low,72.27,High Risk,Yes,"Attend mentoring, increase activity"
STU1287,20,Female,ECE,24,468,25,0,0,0,0,229,Low,71.8,High Risk,Yes,"Attend mentoring, increase activity"
STU1288,24,Female,ECE,50,441,16,9,0,0,0,13,Low,55.73,Medium Risk,No,Improve consistency
STU1289,18,Male,CSE,197,779,23,3,0,0,1,299,High,53.93,Medium Risk,No,Improve consistency
STU1290,18,Female,ECE,62,725,27,9,0,1,1,240,Low,67.53,Medium Risk,No,Improve consistency
STU1291,21,Male,IT,115,783,34,4,0,0,0,89,High,46.27,Medium Risk,No,Improve consistency
STU1292,20,Female,CSE,133,628,30,1,1,0,0,75,High,62.27,Medium Risk,No,Improve consistency
STU1293,23,Male,CSE,198,772,12,4,0,0,0,145,High,48.4,Medium Risk,No,Improve consistency
STU1294,22,Female,ECE,12,230,34,9,0,1,0,200,Low,60,Medium Risk,No,Improve consistency
STU1295,20,Female,IT,33,388,15,3,0,0,0,68,Low,70.6,High Risk,Yes,"Attend mentoring, increase activity"
STU1296,21,Male,CSE,116,231,14,7,0,0,0,275,Low,52.13,Medium Risk,No,Improve consistency
STU1297,21,Male,IT,165,267,42,0,1,0,0,16,Low,52.8,Medium Risk,No,Improve consistency
STU1298,20,Female,IT,135,722,17,4,0,0,0,211,High,53.8,Medium Risk,No,Improve consistency
STU1299,21,Male,IT,192,376,46,9,1,0,0,246,High,28.8,Low Risk,No,Maintain performance
STU1300,20,Male,ECE,167,779,36,0,0,0,0,277,High,46.13,Medium Risk,No,Improve consistency
STU1301,19,Male,EEE,201,358,47,9,0,0,0,88,High,17,Low Risk,No,Maintain performance
STU1302,20,Male,EEE,208,234,47,9,1,0,1,55,Low,36.07,Low Risk,No,Maintain performance
STU1303,24,Female,CSE,216,723,48,3,1,0,0,252,High,36.4,Low Risk,No,Maintain performance
STU1304,20,Female,IT,113,747,40,7,1,0,0,297,High,46.93,Medium Risk,No,Improve consistency
STU1305,21,Male,ECE,280,245,26,0,0,0,0,169,Low,37.07,Low Risk,No,Maintain performance
STU1306,24,Male,IT,77,192,34,1,0,1,0,124,Low,67.33,Medium Risk,No,Improve consistency
STU1307,21,Male,IT,171,721,44,0,0,0,0,123,High,40.8,Medium Risk,No,Improve consistency
STU1308,18,Male,ECE,264,767,34,6,1,0,0,135,High,32.4,Low Risk,No,Maintain performance
STU1309,18,Female,EEE,247,453,27,1,0,0,0,99,High,38.87,Low Risk,No,Maintain performance
STU1310,24,Female,IT,279,632,38,0,0,0,0,70,High,30,Low Risk,No,Maintain performance
STU1311,19,Male,IT,106,15,37,5,0,0,0,111,Low,43.67,Medium Risk,No,Improve consistency
STU1312,18,Male,EEE,177,245,8,5,0,0,0,123,Low,51.6,Medium Risk,No,Improve consistency
STU1313,20,Male,ECE,175,136,11,9,1,0,1,183,Low,62.07,Medium Risk,No,Improve consistency
STU1314,21,Female,CSE,145,113,14,1,0,0,0,101,Low,60.27,Medium Risk,No,Improve consistency
STU1315,18,Male,EEE,192,758,20,0,0,0,0,192,High,52.4,Medium Risk,No,Improve consistency
STU1316,18,Female,CSE,90,489,34,9,0,0,0,214,Low,39.6,Low Risk,No,Maintain performance
STU1317,19,Male,CSE,56,164,41,2,0,1,0,204,Low,63.93,Medium Risk,No,Improve consistency
STU1318,24,Female,EEE,115,266,32,9,0,0,0,34,Low,37.47,Low Risk,No,Maintain performance
STU1319,24,Male,IT,47,244,18,4,0,0,0,243,Low,64.93,Medium Risk,No,Improve consistency
STU1320,23,Female,CSE,215,509,22,5,0,0,1,25,High,48.13,Medium Risk,No,Improve consistency
STU1321,19,Male,CSE,204,298,12,2,0,0,0,150,Low,51.6,Medium Risk,No,Improve consistency
STU1322,20,Male,ECE,244,519,43,8,0,1,0,117,High,25.67,Low Risk,No,Maintain performance
STU1323,24,Male,IT,119,561,0,4,0,0,0,89,Low,66.13,Medium Risk,No,Improve consistency
STU1324,21,Female,CSE,30,718,28,1,0,0,0,85,Low,67.2,Medium Risk,No,Improve consistency
STU1325,19,Male,ECE,81,794,23,9,0,0,0,285,Low,47.4,Medium Risk,No,Improve consistency
STU1326,18,Female,IT,141,785,15,5,0,1,1,277,High,72.2,High Risk,Yes,"Attend mentoring, increase activity"
STU1327,21,Female,EEE,24,578,24,7,0,0,0,121,Low,58.4,Medium Risk,No,Improve consistency
STU1328,21,Male,EEE,215,307,22,5,1,0,1,84,Low,58.13,Medium Risk,No,Improve consistency
STU1329,18,Male,ECE,244,619,27,3,0,0,0,223,High,35.27,Low Risk,No,Maintain performance
STU1330,19,Male,EEE,43,146,46,5,0,0,1,43,Low,56.67,Medium Risk,No,Improve consistency
STU1331,18,Female,CSE,272,385,15,7,1,0,1,150,High,50.73,Medium Risk,No,Improve consistency
STU1332,23,Male,IT,211,96,42,7,0,1,1,175,Low,42.67,Medium Risk,No,Improve consistency
STU1333,21,Female,CSE,271,428,37,9,1,0,1,240,High,33.67,Low Risk,No,Maintain performance
STU1334,22,Female,CSE,158,763,10,1,0,0,0,37,High,60.93,Medium Risk,No,Improve consistency
STU1335,22,Male,EEE,46,208,2,7,1,0,0,100,Low,78.67,High Risk,Yes,"Attend mentoring, increase activity"
STU1336,20,Male,CSE,15,472,14,5,1,0,0,124,Low,79.6,High Risk,Yes,"Attend mentoring, increase activity"
STU1337,24,Male,EEE,298,446,0,1,0,0,0,168,High,48.27,Medium Risk,No,Improve consistency
STU1338,18,Male,IT,102,319,6,0,0,0,1,267,Low,82.8,High Risk,Yes,"Attend mentoring, increase activity"
STU1339,18,Male,IT,279,605,0,5,0,0,0,99,High,42.8,Medium Risk,No,Improve consistency
STU1340,20,Male,CSE,234,763,48,6,0,1,0,254,High,28,Low Risk,No,Maintain performance
STU1341,20,Female,ECE,224,290,31,9,0,0,0,40,Low,23.53,Low Risk,No,Maintain performance
STU1342,20,Female,EEE,69,332,8,4,0,1,1,237,Low,88,High Risk,Yes,"Attend mentoring, increase activity"
STU1343,21,Female,EEE,236,773,28,9,0,0,1,137,High,33.73,Low Risk,No,Maintain performance
STU1344,23,Male,CSE,56,711,25,7,0,0,0,279,Low,53.53,Medium Risk,No,Improve consistency
STU1345,18,Female,EEE,267,161,22,8,1,0,0,279,Low,35.2,Low Risk,No,Maintain performance
STU1346,21,Female,EEE,271,311,44,3,0,1,0,218,High,31.47,Low Risk,No,Maintain performance
STU1347,20,Female,ECE,158,287,42,6,0,0,0,187,Low,31.73,Low Risk,No,Maintain performance
STU1348,18,Female,ECE,144,660,28,7,0,1,0,200,High,50,Medium Risk,No,Improve consistency
STU1349,21,Female,CSE,55,697,37,5,0,1,0,77,Low,60.47,Medium Risk,No,Improve consistency
STU1350,23,Male,ECE,121,17,32,1,0,0,0,276,Low,52.67,Medium Risk,No,Improve consistency
STU1351,21,Male,CSE,50,244,6,6,1,0,0,279,Low,77.73,High Risk,Yes,"Attend mentoring, increase activity"
STU1352,23,Female,IT,92,684,11,8,0,0,0,137,Low,55.13,Medium Risk,No,Improve consistency
STU1353,20,Female,CSE,212,570,30,4,0,0,1,273,High,45.73,Medium Risk,No,Improve consistency
STU1354,23,Female,IT,273,311,31,1,1,0,1,230,High,53,Medium Risk,No,Improve consistency
STU1355,18,Male,CSE,93,47,19,3,1,0,0,251,Low,70.2,High Risk,Yes,"Attend mentoring, increase activity"
STU1356,20,Male,EEE,122,145,16,2,0,1,1,253,Low,80.13,High Risk,Yes,"Attend mentoring, increase activity"
STU1357,18,Female,ECE,58,430,35,3,0,0,0,28,Low,55.27,Medium Risk,No,Improve consistency
STU1358,22,Male,IT,120,228,2,9,0,1,0,164,Low,64.8,Medium Risk,No,Improve consistency
STU1359,19,Male,CSE,122,357,0,6,0,0,0,238,Low,61.73,Medium Risk,No,Improve consistency
STU1360,23,Female,ECE,264,555,49,9,1,0,1,67,High,27.4,Low Risk,No,Maintain performance
STU1361,19,Male,CSE,79,88,26,7,0,0,0,290,Low,49.87,Medium Risk,No,Improve consistency
STU1362,19,Male,ECE,11,757,46,0,0,0,0,54,Low,60.93,Medium Risk,No,Improve consistency
STU1363,23,Female,ECE,126,282,39,7,1,1,0,111,Low,55.8,Medium Risk,No,Improve consistency
STU1364,20,Male,CSE,15,170,32,4,0,1,1,57,Low,80.8,High Risk,Yes,"Attend mentoring, increase activity"
STU1365,22,Male,IT,219,696,19,6,1,1,1,59,High,67.4,Medium Risk,No,Improve consistency
STU1366,18,Female,IT,283,317,13,0,0,1,0,90,Low,54.47,Medium Risk,No,Improve consistency
STU1367,21,Male,EEE,32,383,35,1,0,0,1,68,Low,72.73,High Risk,Yes,"Attend mentoring, increase activity"
STU1368,18,Male,ECE,239,742,4,0,0,0,0,170,High,55.73,Medium Risk,No,Improve consistency
STU1369,21,Female,EEE,30,18,22,4,0,0,1,112,Low,74.8,High Risk,Yes,"Attend mentoring, increase activity"
STU1370,18,Female,EEE,58,453,44,5,0,1,1,283,Low,65.87,Medium Risk,No,Improve consistency
STU1371,23,Female,CSE,33,122,14,9,0,0,0,192,Low,59.2,Medium Risk,No,Improve consistency
STU1372,22,Male,CSE,168,214,5,8,0,1,1,125,Low,68.6,Medium Risk,No,Improve consistency
STU1373,21,Female,CSE,274,414,32,7,1,0,0,276,High,30.27,Low Risk,No,Maintain performance
STU1374,24,Male,ECE,39,707,18,6,0,1,1,173,Low,82,High Risk,Yes,"Attend mentoring, increase activity"
STU1375,20,Female,CSE,290,206,12,4,0,0,1,152,Low,46.13,Medium Risk,No,Improve consistency
STU1376,18,Male,CSE,277,787,28,2,0,0,0,103,High,32.27,Low Risk,No,Maintain performance
STU1377,18,Female,ECE,212,783,5,8,1,1,0,259,High,62.73,Medium Risk,No,Improve consistency
STU1378,21,Female,ECE,242,769,14,4,0,1,0,249,High,51.33,Medium Risk,No,Improve consistency
STU1379,20,Female,IT,97,124,15,2,0,0,1,68,Low,74.07,High Risk,Yes,"Attend mentoring, increase activity"
STU1380,20,Female,CSE,177,130,23,2,0,1,1,24,Low,68.6,Medium Risk,No,Improve consistency
STU1381,23,Male,CSE,83,662,22,2,0,1,0,294,Low,71.73,High Risk,Yes,"Attend mentoring, increase activity"
STU1382,24,Female,CSE,114,74,47,5,0,0,0,212,Low,36.6,Low Risk,No,Maintain performance
STU1383,23,Female,IT,221,285,9,0,0,0,0,246,Low,55.13,Medium Risk,No,Improve consistency
STU1384,23,Male,CSE,110,248,40,3,0,0,0,296,Low,45.33,Medium Risk,No,Improve consistency
STU1385,23,Female,IT,51,311,40,7,1,0,0,82,Low,55.2,Medium Risk,No,Improve consistency
STU1386,23,Male,EEE,185,401,48,2,1,0,0,223,High,42.53,Medium Risk,No,Improve consistency
STU1387,23,Female,IT,68,531,16,4,0,0,0,20,Low,63.33,Medium Risk,No,Improve consistency
STU1388,22,Female,EEE,250,378,48,1,0,0,0,234,High,25.87,Low Risk,No,Maintain performance
STU1389,20,Female,CSE,248,242,43,1,0,0,0,212,High,29.13,Low Risk,No,Maintain performance
STU1390,23,Male,EEE,91,204,44,6,0,0,1,240,Low,49.47,Medium Risk,No,Improve consistency
STU1391,20,Female,IT,221,21,29,9,1,0,0,60,Low,35.13,Low Risk,No,Maintain performance
STU1392,20,Female,ECE,11,698,43,2,0,0,0,66,Low,58.73,Medium Risk,No,Improve consistency
STU1393,19,Female,EEE,282,186,45,4,0,0,0,141,High,17.4,Low Risk,No,Maintain performance
STU1394,22,Male,EEE,214,226,9,2,1,0,0,289,Low,62.07,Medium Risk,No,Improve consistency
STU1395,23,Male,CSE,173,20,18,5,0,1,0,234,Low,56.13,Medium Risk,No,Improve consistency
STU1396,18,Female,IT,142,455,28,9,0,0,0,183,Low,36.27,Low Risk,No,Maintain performance
STU1397,21,Male,EEE,234,639,1,2,0,0,0,275,High,54.2,Medium Risk,No,Improve consistency
STU1398,24,Female,EEE,165,173,35,7,0,0,1,256,Low,43,Medium Risk,No,Improve consistency
STU1399,18,Female,EEE,5,560,18,1,0,0,0,87,Low,76.53,High Risk,Yes,"Attend mentoring, increase activity"
STU1400,22,Female,EEE,240,62,6,2,0,0,0,144,Low,50.4,Medium Risk,No,Improve consistency
STU1401,21,Female,ECE,192,227,25,7,0,0,0,149,Low,35.4,Low Risk,No,Maintain performance
STU1402,22,Female,IT,8,727,14,7,0,0,0,262,Low,66.53,Medium Risk,No,Improve consistency
STU1403,20,Female,CSE,136,369,46,0,0,1,1,185,Low,64.27,Medium Risk,No,Improve consistency
STU1404,21,Female,CSE,222,394,37,7,0,0,1,69,High,34.2,Low Risk,No,Maintain performance
STU1405,20,Male,ECE,264,65,2,9,0,1,0,263,Low,45.6,Medium Risk,No,Improve consistency
STU1406,18,Male,IT,5,127,37,1,0,1,0,17,Low,75.13,High Risk,Yes,"Attend mentoring, increase activity"
STU1407,18,Male,EEE,75,262,15,6,0,0,1,116,Low,69,Medium Risk,No,Improve consistency
STU1408,21,Male,ECE,182,789,1,5,0,0,0,180,High,55.13,Medium Risk,No,Improve consistency
STU1409,21,Male,IT,193,189,30,1,0,0,0,67,Low,44.27,Medium Risk,No,Improve consistency
STU1410,23,Male,EEE,295,424,27,4,0,0,0,299,High,26.47,Low Risk,No,Maintain performance
STU1411,22,Male,ECE,12,244,6,6,0,1,0,93,Low,82.8,High Risk,Yes,"Attend mentoring, increase activity"
STU1412,23,Female,IT,257,717,29,7,0,0,1,126,High,34.33,Low Risk,No,Maintain performance
STU1413,22,Female,CSE,296,89,42,2,0,0,0,209,High,21.33,Low Risk,No,Maintain performance
STU1414,23,Female,CSE,248,656,6,0,0,1,0,31,High,63.33,Medium Risk,No,Improve consistency
STU1415,20,Female,IT,127,31,35,6,0,1,0,228,Low,50.07,Medium Risk,No,Improve consistency
STU1416,21,Male,CSE,287,486,28,4,0,0,1,235,High,36.93,Low Risk,No,Maintain performance
STU1417,18,Male,IT,36,449,23,4,1,1,0,280,Low,83.4,High Risk,Yes,"Attend mentoring, increase activity"
STU1418,22,Female,EEE,150,746,38,6,0,0,1,111,High,45.2,Medium Risk,No,Improve consistency
STU1419,22,Female,IT,160,579,3,0,1,0,0,154,Low,76.87,High Risk,Yes,"Attend mentoring, increase activity"
STU1420,18,Male,EEE,20,102,28,7,0,0,1,156,Low,66.53,Medium Risk,No,Improve consistency
STU1421,23,Female,ECE,51,201,43,9,0,0,0,270,Low,39.4,Low Risk,No,Maintain performance
STU1422,22,Female,IT,255,112,4,4,0,0,0,288,Low,45.6,Medium Risk,No,Improve consistency
STU1423,24,Female,ECE,191,405,28,7,0,0,0,23,Low,33.73,Low Risk,No,Maintain performance
STU1424,20,Female,CSE,35,16,29,9,0,0,1,275,Low,59.93,Medium Risk,No,Improve consistency
STU1425,21,Male,EEE,264,649,28,9,0,0,0,296,High,20,Low Risk,No,Maintain performance
STU1426,18,Female,IT,21,576,25,4,1,0,0,150,Low,74.2,High Risk,Yes,"Attend mentoring, increase activity"
STU1427,21,Female,ECE,43,240,18,6,1,1,0,40,Low,81.47,High Risk,Yes,"Attend mentoring, increase activity"
STU1428,24,Male,EEE,43,583,25,9,0,0,0,180,Low,51.27,Medium Risk,No,Improve consistency
STU1429,22,Male,EEE,136,249,36,2,1,0,1,214,Low,66.27,Medium Risk,No,Improve consistency
STU1430,22,Female,CSE,34,99,26,1,1,1,0,120,Low,87.87,High Risk,Yes,"Attend mentoring, increase activity"
STU1431,24,Male,CSE,162,241,29,5,1,1,1,77,Low,71,High Risk,Yes,"Attend mentoring, increase activity"
STU1432,18,Female,EEE,282,466,29,4,0,0,0,192,High,27,Low Risk,No,Maintain performance
STU1433,20,Female,EEE,207,242,2,8,0,0,1,205,Low,55.2,Medium Risk,No,Improve consistency
STU1434,19,Male,IT,70,363,42,9,0,1,0,135,Low,47.47,Medium Risk,No,Improve consistency
STU1435,18,Female,EEE,112,342,6,3,0,1,0,184,Low,75.47,High Risk,Yes,"Attend mentoring, increase activity"
STU1436,19,Female,IT,272,448,48,2,1,0,0,271,High,30.93,Low Risk,No,Maintain performance
STU1437,24,Female,EEE,226,384,8,8,0,0,1,295,Low,49.07,Medium Risk,No,Improve consistency
STU1438,23,Female,CSE,296,301,40,7,0,0,0,164,High,12.53,Low Risk,No,Maintain performance
STU1439,19,Male,IT,22,354,41,5,1,0,0,78,Low,62.47,Medium Risk,No,Improve consistency
STU1440,20,Male,ECE,94,673,12,0,0,0,1,117,Low,80.27,High Risk,Yes,"Attend mentoring, increase activity"
STU1441,23,Female,CSE,185,437,14,9,1,0,1,44,Low,58.93,Medium Risk,No,Improve consistency
STU1442,19,Male,IT,259,666,4,0,0,0,1,53,High,63.07,Medium Risk,No,Improve consistency
STU1443,24,Female,IT,257,139,28,5,0,1,0,152,Low,38.93,Low Risk,No,Maintain performance
STU1444,23,Female,ECE,261,150,34,2,0,0,0,220,Low,30.8,Low Risk,No,Maintain performance
STU1445,24,Female,IT,91,424,26,2,0,0,1,294,Low,68.27,Medium Risk,No,Improve consistency
STU1446,19,Female,EEE,94,102,26,5,0,1,0,15,Low,61.87,Medium Risk,No,Improve consistency
STU1447,24,Female,ECE,241,635,7,2,1,0,0,227,High,59.67,Medium Risk,No,Improve consistency
STU1448,20,Male,CSE,74,293,31,9,1,0,0,36,Low,53.53,Medium Risk,No,Improve consistency
STU1449,19,Female,CSE,48,664,19,5,0,1,1,236,Low,82.2,High Risk,Yes,"Attend mentoring, increase activity"
STU1450,19,Male,EEE,204,232,9,4,0,0,0,293,Low,49.4,Medium Risk,No,Improve consistency
STU1451,19,Male,CSE,156,753,12,3,1,1,1,65,High,86,High Risk,Yes,"Attend mentoring, increase activity"
STU1452,18,Female,IT,90,472,28,7,0,0,0,114,Low,47.2,Medium Risk,No,Improve consistency
STU1453,18,Female,IT,23,554,34,1,0,0,1,27,Low,74.53,High Risk,Yes,"Attend mentoring, increase activity"
STU1454,18,Female,EEE,105,285,7,6,1,1,0,214,Low,79.8,High Risk,Yes,"Attend mentoring, increase activity"
STU1455,20,Female,CSE,99,691,28,3,1,0,0,52,Low,64,Medium Risk,No,Improve consistency
STU1456,23,Female,CSE,258,149,30,1,0,0,0,98,Low,35.6,Low Risk,No,Maintain performance
STU1457,24,Male,EEE,34,366,40,6,0,0,1,83,Low,59.47,Medium Risk,No,Improve consistency
STU1458,22,Female,ECE,253,722,29,0,0,0,0,166,High,38.87,Low Risk,No,Maintain performance
STU1459,19,Female,CSE,37,32,21,3,0,1,1,275,Low,86.47,High Risk,Yes,"Attend mentoring, increase activity"
STU1460,24,Male,ECE,233,745,20,8,1,0,0,143,High,40.93,Medium Risk,No,Improve consistency
STU1461,19,Male,CSE,16,279,11,3,1,0,0,98,Low,85.27,High Risk,Yes,"Attend mentoring, increase activity"
STU1462,20,Female,CSE,122,674,10,2,0,0,0,245,Low,63.73,Medium Risk,No,Improve consistency
STU1463,19,Male,CSE,159,342,1,9,0,0,0,141,Low,50.2,Medium Risk,No,Improve consistency
STU1464,18,Female,CSE,250,94,49,9,1,1,1,238,Low,39.27,Low Risk,No,Maintain performance
STU1465,22,Male,IT,251,630,40,1,0,1,0,43,High,40.53,Medium Risk,No,Improve consistency
STU1466,21,Male,ECE,33,40,1,2,0,0,1,92,Low,91,High Risk,Yes,"Attend mentoring, increase activity"
STU1467,19,Female,ECE,165,750,33,0,1,0,1,141,High,68.2,Medium Risk,No,Improve consistency
STU1468,24,Male,CSE,239,249,2,9,0,0,0,213,Low,38.93,Low Risk,No,Maintain performance
STU1469,18,Male,CSE,194,372,15,7,0,0,0,296,Low,41.13,Medium Risk,No,Improve consistency
STU1470,21,Male,ECE,121,398,3,0,0,0,0,267,Low,72.07,High Risk,Yes,"Attend mentoring, increase activity"
STU1471,22,Male,IT,275,662,22,2,0,0,1,134,High,46.13,Medium Risk,No,Improve consistency
STU1472,21,Male,EEE,262,677,49,2,0,0,0,160,High,21.67,Low Risk,No,Maintain performance
STU1473,18,Male,EEE,184,308,19,1,0,1,0,256,Low,62.07,Medium Risk,No,Improve consistency
STU1474,23,Female,ECE,176,380,24,4,1,0,1,184,Low,64.13,Medium Risk,No,Improve consistency
STU1475,23,Female,CSE,278,108,29,9,0,0,0,89,Low,17.53,Low Risk,No,Maintain performance
STU1476,21,Male,CSE,263,56,17,2,0,0,0,116,Low,40.73,Medium Risk,No,Improve consistency
STU1477,20,Female,IT,139,431,41,2,0,0,0,67,Low,42.87,Medium Risk,No,Improve consistency
STU1478,24,Female,EEE,175,489,10,7,0,0,0,100,Low,46.67,Medium Risk,No,Improve consistency
STU1479,24,Female,IT,214,588,28,3,0,0,0,144,High,38.67,Low Risk,No,Maintain performance
STU1480,21,Male,EEE,240,71,16,3,0,1,0,178,Low,52.4,Medium Risk,No,Improve consistency
STU1481,19,Female,ECE,190,118,25,2,0,0,1,131,Low,55.67,Medium Risk,No,Improve consistency
STU1482,19,Male,EEE,99,688,22,0,0,1,0,245,Low,73.6,High Risk,Yes,"Attend mentoring, increase activity"
STU1483,24,Female,IT,15,558,47,7,1,0,0,85,Low,55.8,Medium Risk,No,Improve consistency
STU1484,24,Male,IT,72,128,19,0,0,0,0,32,Low,69,Medium Risk,No,Improve consistency
STU1485,23,Male,IT,214,607,44,6,0,0,0,82,High,23.07,Low Risk,No,Maintain performance
STU1486,20,Female,ECE,200,391,1,4,0,0,0,97,Low,54.73,Medium Risk,No,Improve consistency
STU1487,18,Female,EEE,102,401,23,3,0,0,0,112,Low,56.6,Medium Risk,No,Improve consistency
STU1488,19,Male,EEE,97,61,30,3,0,0,0,103,Low,53.07,Medium Risk,No,Improve consistency
STU1489,24,Female,IT,26,612,26,7,0,0,0,275,Low,56.93,Medium Risk,No,Improve consistency
STU1490,23,Female,EEE,176,298,1,5,0,0,0,262,Low,55.93,Medium Risk,No,Improve consistency
STU1491,22,Female,CSE,138,346,13,0,1,1,0,67,Low,83.8,High Risk,Yes,"Attend mentoring, increase activity"
STU1492,23,Male,CSE,29,213,3,9,0,0,0,18,Low,66.33,Medium Risk,No,Improve consistency
